date,load_mw_daily_mean,temp_c_mean,temp_c_min,temp_c_max,precip_mm_sum,wind_ms_mean,rh_pct_mean,weekday,month,year,is_weekend
2022-01-15,7305.958333333333,1.7375,-3.7,8.4,0.0,10.220833333333333,65.95833333333333,5,1,2022,1
2022-01-16,6685.427083333333,-1.4375,-5.5,4.6,0.0,7.866666666666667,76.04166666666667,6,1,2022,1
2022-01-17,7835.1434375,2.370833333333333,-2.8,8.2,0.0,21.008333333333333,70.33333333333333,0,1,2022,0
2022-01-18,7927.072916666667,1.6833333333333333,-1.8,5.8,0.0,16.891666666666666,51.375,1,1,2022,0
2022-01-19,7909.875,-1.0291666666666666,-4.7,3.6,0.0,9.9,65.20833333333333,2,1,2022,0
2022-01-20,7955.25,1.2,-3.5,7.2,0.0,18.650000000000002,66.41666666666667,3,1,2022,0
2022-01-21,7824.958333333333,1.5374999999999999,-3.6,4.9,0.1,13.683333333333332,60.166666666666664,4,1,2022,0
2022-01-22,7288.135416666667,-2.533333333333333,-5.4,2.8,0.0,10.9,52.666666666666664,5,1,2022,1
2022-01-23,6831.96875,-3.5041666666666664,-6.4,0.1,0.9,8.4625,59.291666666666664,6,1,2022,1
2022-01-24,7385.479166666667,-3.204166666666667,-6.3,0.9,0.0,10.570833333333333,49.166666666666664,0,1,2022,0
2022-01-25,8035.979375,-4.245833333333334,-7.5,0.5,0.0,7.058333333333334,52.125,1,1,2022,0
2022-01-26,8090.1946875,-1.6875,-5.1,2.9,0.0,7.341666666666666,54.416666666666664,2,1,2022,0
2022-01-27,8009.989583333333,0.38749999999999996,-5.4,6.8,0.0,12.145833333333334,72.79166666666667,3,1,2022,0
2022-01-28,7842.218124999999,1.9000000000000001,-2.0,9.1,0.0,12.0375,72.375,4,1,2022,0
2022-01-29,7228.5,0.6375000000000001,-3.3,6.4,0.0,8.529166666666667,75.16666666666667,5,1,2022,1
2022-01-30,6576.009791666666,1.6541666666666668,-4.2,7.9,0.0,18.891666666666666,63.0,6,1,2022,1
2022-01-31,7576.385416666667,3.4291666666666667,-1.4,8.1,0.0,17.195833333333333,59.416666666666664,0,1,2022,0
2022-02-01,7749.572916666667,0.8250000000000001,-2.8,5.3,0.0,9.220833333333333,73.5,1,2,2022,0
2022-02-02,7644.395833333333,1.4375,-1.2,5.2,0.2,8.108333333333333,80.66666666666667,2,2,2022,0
2022-02-03,7734.755,1.1500000000000001,-3.3,7.7,3.2,7.7375,77.20833333333333,3,2,2022,0
2022-02-04,7574.020833333333,-0.1625,-4.3,6.6,0.0,9.333333333333334,67.58333333333333,4,2,2022,0
2022-02-05,7022.166666666667,1.7916666666666667,-3.0,10.1,0.0,10.095833333333333,68.0,5,2,2022,1
2022-02-06,6412.499166666667,1.8583333333333334,-2.9,8.9,0.0,10.141666666666667,70.5,6,2,2022,1
2022-02-07,7593.333333333333,1.9458333333333335,-2.2,8.1,1.7000000000000002,10.429166666666667,77.25,0,2,2022,0
2022-02-08,7585.177083333333,3.1,-1.5,7.6,0.7999999999999999,11.450000000000001,71.79166666666667,1,2,2022,0
2022-02-09,7527.552083333333,3.391666666666667,-1.8,11.1,0.0,10.85,63.541666666666664,2,2,2022,0
2022-02-10,7366.125,2.908333333333333,-2.2,11.5,0.0,9.554166666666667,79.29166666666667,3,2,2022,0
2022-02-11,7279.697916666667,3.845833333333333,-0.9,13.1,0.0,9.6,81.16666666666667,4,2,2022,0
2022-02-12,6843.354166666667,2.6750000000000003,-1.5,7.9,0.0,9.637500000000001,74.875,5,2,2022,1
2022-02-13,6302.0,1.3041666666666667,-2.5,5.8,0.0,11.4625,68.79166666666667,6,2,2022,1
2022-02-14,7341.947916666667,0.5791666666666667,-3.5,6.6,0.0,6.808333333333334,77.125,0,2,2022,0
2022-02-15,7422.28125,2.3958333333333335,-2.5,10.6,0.0,6.195833333333333,80.875,1,2,2022,0
2022-02-16,7396.447916666667,4.625,-1.5,14.1,0.0,5.083333333333333,77.41666666666667,2,2,2022,0
2022-02-17,7326.322916666667,6.654166666666666,0.2,13.3,0.0,13.270833333333334,80.33333333333333,3,2,2022,0
2022-02-18,7222.916666666667,7.733333333333333,0.6,12.6,0.0,18.6125,56.166666666666664,4,2,2022,0
2022-02-19,6652.229166666667,5.866666666666667,-1.5,14.7,0.0,9.450000000000001,62.0,5,2,2022,1
2022-02-20,6162.623541666667,5.05,0.7,8.2,1.4000000000000001,9.85,80.5,6,2,2022,1
2022-02-21,7097.96875,4.333333333333333,-0.6,10.6,0.0,8.0375,82.33333333333333,0,2,2022,0
2022-02-22,7177.3125,7.054166666666667,-0.2,13.1,0.0,7.766666666666667,72.91666666666667,1,2,2022,0
2022-02-23,7290.697916666667,6.1499999999999995,3.6,9.3,1.3,6.058333333333334,81.16666666666667,2,2,2022,0
2022-02-24,7262.03125,5.241666666666666,0.4,9.6,2.2,9.7875,72.5,3,2,2022,0
2022-02-25,7213.083333333333,3.0749999999999997,-3.3,10.6,0.0,9.670833333333333,72.16666666666667,4,2,2022,0
2022-02-26,6688.052083333333,4.591666666666667,-2.0,10.4,0.0,17.316666666666666,68.33333333333333,5,2,2022,1
2022-02-27,6210.53125,5.0125,1.7,8.1,0.0,23.212500000000002,51.208333333333336,6,2,2022,1
2022-02-28,7483.28125,1.9916666666666665,0.3,3.5,3.1,18.470833333333335,67.54166666666667,0,2,2022,0
2022-03-01,7598.135416666667,1.125,-0.2,3.3,4.9,7.629166666666666,79.33333333333333,1,3,2022,0
2022-03-02,7513.989583333333,1.8416666666666668,-3.0,5.9,3.6,6.304166666666667,84.0,2,3,2022,0
2022-03-03,7511.239583333333,2.5083333333333333,-2.0,7.3,0.5,5.9875,81.41666666666667,3,3,2022,0
2022-03-04,7449.261458333333,2.7291666666666665,-0.9,7.0,3.1,9.733333333333333,83.75,4,3,2022,0
2022-03-05,6842.864583333333,2.1541666666666663,-0.8,6.8,1.8,11.229166666666666,74.625,5,3,2022,1
2022-03-06,6310.916666666667,0.6291666666666667,-2.8,3.8,0.7000000000000001,18.195833333333333,68.70833333333333,6,3,2022,1
2022-03-07,7474.90625,1.375,-1.0,4.5,2.0,8.329166666666667,76.08333333333333,0,3,2022,0
2022-03-08,7465.020833333333,0.7083333333333334,-2.7,4.6,1.8,8.654166666666667,71.0,1,3,2022,0
2022-03-09,7562.96875,-1.4375,-4.0,2.6,0.9,8.579166666666667,71.45833333333333,2,3,2022,0
2022-03-10,7640.825937500001,-1.2291666666666667,-4.2,3.8,0.30000000000000004,13.108333333333334,57.708333333333336,3,3,2022,0
2022-03-11,7606.427083333333,-2.475,-6.1,1.8,0.30000000000000004,11.9,47.375,4,3,2022,0
2022-03-12,6938.71875,-1.4541666666666666,-5.7,4.0,0.0,8.908333333333333,50.708333333333336,5,3,2022,1
2022-03-13,6275.322916666667,0.5708333333333334,-3.7,6.2,0.0,7.870833333333334,59.416666666666664,6,3,2022,1
2022-03-14,7238.645833333333,1.5958333333333332,-3.3,6.9,0.0,6.825,70.625,0,3,2022,0
2022-03-15,7258.5625,3.225,-2.8,12.3,0.0,9.870833333333334,64.70833333333333,1,3,2022,0
2022-03-16,7458.8497916666665,3.329166666666667,-2.5,10.1,0.6,6.816666666666666,73.41666666666667,2,3,2022,0
2022-03-17,7414.285833333332,1.2541666666666667,-2.8,4.6,0.2,16.916666666666668,60.083333333333336,3,3,2022,0
2022-03-18,7306.229166666667,0.08333333333333337,-4.2,6.2,0.0,11.0375,47.333333333333336,4,3,2022,0
2022-03-19,6687.708333333333,-0.9833333333333334,-5.1,3.8,0.0,12.9625,54.875,5,3,2022,1
2022-03-20,6139.177083333333,1.8833333333333335,-3.0,8.9,0.0,14.120833333333332,38.791666666666664,6,3,2022,1
2022-03-21,7011.822916666667,3.329166666666667,-3.0,11.5,0.0,12.416666666666666,48.958333333333336,0,3,2022,0
2022-03-22,6918.634270833333,7.529166666666666,1.2,14.9,0.0,17.995833333333334,49.125,1,3,2022,0
2022-03-23,6864.874374999999,6.133333333333333,-0.6,14.1,0.0,10.795833333333334,57.916666666666664,2,3,2022,0
2022-03-24,6785.6875,9.208333333333334,0.2,19.6,0.0,10.779166666666667,54.75,3,3,2022,0
2022-03-25,6701.026666666668,6.808333333333334,1.1,13.6,0.8,10.637500000000001,55.833333333333336,4,3,2022,0
2022-03-26,6219.821041666666,7.616666666666667,0.6,15.4,0.0,14.3375,54.916666666666664,5,3,2022,1
2022-03-27,5542.845937499999,11.391666666666666,5.9,18.2,0.0,13.799999999999999,48.666666666666664,6,3,2022,1
2022-03-28,6596.6875,9.645833333333334,3.3,16.5,0.0,11.129166666666668,39.625,0,3,2022,0
2022-03-29,6648.583333333333,12.054166666666667,4.4,20.5,0.0,12.612499999999999,50.541666666666664,1,3,2022,0
2022-03-30,6643.666666666667,13.795833333333334,7.0,22.0,0.0,12.987499999999999,51.791666666666664,2,3,2022,0
2022-03-31,6711.180312500001,14.825000000000001,7.2,20.9,0.7,9.908333333333333,60.625,3,3,2022,0
2022-04-01,6580.892187500001,17.3125,11.3,24.9,0.6000000000000001,16.545833333333334,59.25,4,4,2022,0
